timestamp,Name,Node,value
2024-09-05 14:04:59.865744,isUsingRedrive,ns=4;i=6355,False
2024-09-05 14:05:00.526748,pSamplingInterval ,ns=4;i=6361,10.0
2024-09-05 14:05:00.961818,pointOperationTimer,ns=4;i=6358,10.0
2024-09-05 14:05:01.404801,turnCounter ,ns=4;i=6467,
2024-09-05 14:05:02.058726,StatusTechnical,ns=4;i=6365,0
2024-09-05 14:05:02.074250,isTimeSynchronised,ns=4;i=6437,True
2024-09-05 14:05:02.517942,StatusTechnicalManufacturerSpecificMessage,ns=4;i=6465,
2024-09-05 14:05:02.963759,SubsystemIdentification,ns=4;i=6366,S12
2024-09-05 14:05:03.517459,ableToMoveStatus,ns=4;i=6030,1
2024-09-05 14:05:03.519184,BasicDataReadable,ns=4;i=6362,3
2024-09-05 14:05:03.949820,FieldElementSpecificationRevision,ns=4;i=6363,1.6 (1.A)
2024-09-05 14:05:04.391794,OperationStatus,ns=4;i=6364,6
2024-09-05 14:05:04.949623,TechnicalPlace,ns=4;i=6341,TP_S12
2024-09-05 14:05:05.377323,lat,ns=4;i=6342,32.343
2024-09-05 14:05:06.027710,lon,ns=4;i=6343,74.655
2024-09-05 14:05:06.465081,trackEdgeId,ns=4;i=6344,1
2024-09-05 14:05:06.894282,trackKm,ns=4;i=6345,1.23
2024-09-05 14:05:07.558794,IsMaintenanceMode,ns=4;i=6346,False
2024-09-05 14:05:07.995457,ableToMoveStatus,ns=4;i=6565,0
2024-09-05 14:05:08.439712,position,ns=4;i=6352,0
2024-09-05 14:05:08.441131,aggregateAbleToMoveStatus ,ns=4;i=6023,1
2024-09-05 14:05:08.443463,pointAbleToMoveStatus,ns=4;i=6026,1
2024-09-05 14:05:08.444781,position,ns=4;i=6307,1
2024-09-05 14:05:08.448384,StatusTechnical,ns=4;i=6313,1
2024-09-05 14:05:08.452554,position,ns=4;i=6300,1
2024-09-05 14:05:08.896486,index,ns=4;i=6349,PM_12
2024-09-05 14:05:09.453516,isCrucial,ns=4;i=6350,True
2024-09-05 14:05:09.894949,machineType,ns=4;i=6351,1
2024-09-05 14:05:10.566048,timeOffsetStartLeft,ns=4;i=6566,0.0
2024-09-05 14:05:10.566048,timeOffsetStartRight,ns=4;i=6567,0.0
2024-09-05 14:05:11.551092,turnCounter,ns=4;i=6353,
2024-09-05 14:05:11.982288,aggregateAbleToMoveStatus ,ns=4;i=6468,1
2024-09-05 14:05:12.422998,lastCommandedPosition ,ns=4;i=6382,0
2024-09-05 14:05:13.077678,pointAbleToMoveStatus,ns=4;i=6471,0
2024-09-05 14:05:13.077678,position,ns=4;i=6385,0
2024-09-05 14:05:13.518038,lastCommandedPosition ,ns=4;i=6304,2
2024-09-05 14:05:13.518038,position,ns=4;i=6307,3
2024-09-05 14:05:13.518038,movementStatus,ns=4;i=6305,2
2024-09-05 14:05:13.518038,position,ns=4;i=6300,3
2024-09-05 14:05:13.518038,positionDegraded ,ns=4;i=6386,4
2024-09-05 14:05:13.968788,movementStatus,ns=4;i=6383,0
2024-09-05 14:05:14.410388,driveCutoffPrinciple,ns=4;i=6469,1
2024-09-05 14:05:15.063196,isUsingRedrive,ns=4;i=6381,False
2024-09-05 14:05:15.504729,pSamplingInterval ,ns=4;i=6387,10.0
2024-09-05 14:05:15.946060,pointOperationTimer,ns=4;i=6384,10.0
2024-09-05 14:05:16.378509,turnCounter ,ns=4;i=6474,
2024-09-05 14:05:16.916174,StatusTechnical,ns=4;i=6391,0
2024-09-05 14:05:17.565159,isTimeSynchronised,ns=4;i=6470,True
2024-09-05 14:05:18.018317,StatusTechnicalManufacturerSpecificMessage,ns=4;i=6472,
2024-09-05 14:05:18.460178,SubsystemIdentification,ns=4;i=6392,S13
2024-09-05 14:05:18.462262,position,ns=4;i=6307,2
2024-09-05 14:05:18.464526,movementStatus,ns=4;i=6305,3
2024-09-05 14:05:18.466717,position,ns=4;i=6300,2
2024-09-05 14:05:18.898807,BasicDataReadable,ns=4;i=6388,3
2024-09-05 14:05:19.555239,FieldElementSpecificationRevision,ns=4;i=6389,1.6 (1.A)
2024-09-05 14:05:19.555239,OperationStatus,ns=4;i=6390,6
2024-09-05 14:05:19.994657,TechnicalPlace,ns=4;i=6367,TP_S13
2024-09-05 14:05:20.430473,lat,ns=4;i=6368,32.343
2024-09-05 14:05:21.084076,lon,ns=4;i=6369,74.655
2024-09-05 14:05:21.527054,trackEdgeId,ns=4;i=6370,1
2024-09-05 14:05:21.963837,trackKm,ns=4;i=6371,1.23
2024-09-05 14:05:22.402503,IsMaintenanceMode,ns=4;i=6372,False
2024-09-05 14:05:23.060292,ableToMoveStatus,ns=4;i=6568,0
2024-09-05 14:05:23.498982,position,ns=4;i=6378,0
2024-09-05 14:05:23.501044,lastCommandedPosition ,ns=4;i=6304,1
2024-09-05 14:05:23.501044,position,ns=4;i=6307,3
2024-09-05 14:05:23.504427,movementStatus,ns=4;i=6305,1
2024-09-05 14:05:23.506462,position,ns=4;i=6300,3
2024-09-05 14:05:23.933289,index,ns=4;i=6375,PM_13
2024-09-05 14:05:24.566065,isCrucial,ns=4;i=6376,True
2024-09-05 14:05:24.567577,machineType,ns=4;i=6377,1
2024-09-05 14:05:24.983349,timeOffsetStartLeft,ns=4;i=6569,0.0
2024-09-05 14:05:25.435250,timeOffsetStartRight,ns=4;i=6570,0.0
2024-09-05 14:05:25.981189,turnCounter,ns=4;i=6379,
2024-09-05 14:05:27.089336,aggregateAbleToMoveStatus ,ns=4;i=6475,1
2024-09-05 14:05:27.092842,lastCommandedPosition ,ns=4;i=6408,0
2024-09-05 14:05:27.540223,pointAbleToMoveStatus,ns=4;i=6478,0
2024-09-05 14:05:27.998210,position,ns=4;i=6411,0
2024-09-05 14:05:28.435356,positionDegraded ,ns=4;i=6412,4
2024-09-05 14:05:28.435968,position,ns=4;i=6307,1
2024-09-05 14:05:28.435968,movementStatus,ns=4;i=6305,3
2024-09-05 14:05:28.435968,position,ns=4;i=6300,1
2024-09-05 14:05:28.983521,movementStatus,ns=4;i=6409,0
2024-09-05 14:05:29.420115,driveCutoffPrinciple,ns=4;i=6476,1
2024-09-05 14:05:30.079408,isUsingRedrive,ns=4;i=6407,False
2024-09-05 14:05:30.407340,pSamplingInterval ,ns=4;i=6413,10.0
2024-09-05 14:05:31.079966,pointOperationTimer,ns=4;i=6410,10.0
2024-09-05 14:05:31.527304,turnCounter ,ns=4;i=6481,
2024-09-05 14:05:32.101325,StatusTechnical,ns=4;i=6417,0
2024-09-05 14:05:32.530550,isTimeSynchronised,ns=4;i=6477,True
2024-09-05 14:05:33.101793,StatusTechnicalManufacturerSpecificMessage,ns=4;i=6479,
2024-09-05 14:05:33.543590,SubsystemIdentification,ns=4;i=6418,S14
2024-09-05 14:05:33.984538,BasicDataReadable,ns=4;i=6414,3
2024-09-05 14:05:34.578253,FieldElementSpecificationRevision,ns=4;i=6415,1.6 (1.A)
2024-09-05 14:05:35.017142,OperationStatus,ns=4;i=6416,6
2024-09-05 14:05:35.455033,TechnicalPlace,ns=4;i=6393,TP_S14
2024-09-05 14:05:36.003037,lat,ns=4;i=6394,32.343
2024-09-05 14:05:36.443292,lon,ns=4;i=6395,74.655
2024-09-05 14:05:36.879898,trackEdgeId,ns=4;i=6396,1
2024-09-05 14:05:37.517225,trackKm,ns=4;i=6397,1.23
2024-09-05 14:05:37.517225,IsMaintenanceMode,ns=4;i=6398,False
2024-09-05 14:05:38.408708,ableToMoveStatus,ns=4;i=6502,0
2024-09-05 14:05:39.063328,position,ns=4;i=6404,0
2024-09-05 14:05:39.067547,index,ns=4;i=6401,PM_14
2024-09-05 14:05:39.504749,isCrucial,ns=4;i=6402,True
2024-09-05 14:05:39.946615,machineType,ns=4;i=6403,1
2024-09-05 14:05:40.491499,timeOffsetStartLeft,ns=4;i=6503,0.0
2024-09-05 14:05:40.937826,timeOffsetStartRight,ns=4;i=6504,0.0
2024-09-05 14:05:41.383209,turnCounter,ns=4;i=6405,
2024-09-05 14:05:42.036478,aggregateAbleToMoveStatus ,ns=4;i=6482,1
2024-09-05 14:05:42.474657,lastCommandedPosition ,ns=4;i=6444,0
2024-09-05 14:05:42.917302,pointAbleToMoveStatus,ns=4;i=6485,0
2024-09-05 14:05:43.557346,position,ns=4;i=6447,0
2024-09-05 14:05:43.985459,positionDegraded ,ns=4;i=6448,4
2024-09-05 14:05:44.422847,movementStatus,ns=4;i=6445,0
2024-09-05 14:05:45.084733,driveCutoffPrinciple,ns=4;i=6483,1
2024-09-05 14:05:45.086919,isUsingRedrive,ns=4;i=6443,False
2024-09-05 14:05:45.519069,pSamplingInterval ,ns=4;i=6449,10.0
2024-09-05 14:05:45.946883,pointOperationTimer,ns=4;i=6446,10.0
2024-09-05 14:05:46.499691,turnCounter ,ns=4;i=6488,
2024-09-05 14:05:46.945481,StatusTechnical,ns=4;i=6453,0
2024-09-05 14:05:47.380928,isTimeSynchronised,ns=4;i=6484,True
2024-09-05 14:05:48.047757,StatusTechnicalManufacturerSpecificMessage,ns=4;i=6486,
2024-09-05 14:05:48.600694,SubsystemIdentification,ns=4;i=6454,Test
2024-09-05 14:05:48.601565,lastCommandedPosition ,ns=4;i=6304,0
2024-09-05 14:05:48.605179,pointAbleToMoveStatus,ns=4;i=6026,0
2024-09-05 14:05:48.605179,position,ns=4;i=6307,0
2024-09-05 14:05:48.608749,movementStatus,ns=4;i=6305,0
2024-09-05 14:05:48.608749,StatusTechnical,ns=4;i=6313,0
2024-09-05 14:05:48.611484,ableToMoveStatus,ns=4;i=6030,0
2024-09-05 14:05:48.611484,position,ns=4;i=6300,0
2024-09-05 14:05:49.068677,BasicDataReadable,ns=4;i=6450,3
2024-09-05 14:05:49.504726,FieldElementSpecificationRevision,ns=4;i=6451,1.6 (1.A)
2024-09-05 14:05:49.941621,OperationStatus,ns=4;i=6452,6
2024-09-05 14:05:50.586745,TechnicalPlace,ns=4;i=6419,TP_S15
2024-09-05 14:05:50.591431,lat,ns=4;i=6420,32.343
2024-09-05 14:05:51.017535,lon,ns=4;i=6421,74.655
2024-09-05 14:05:51.459214,trackEdgeId,ns=4;i=6422,1
2024-09-05 14:05:51.887604,trackKm,ns=4;i=6423,1.23
2024-09-05 14:05:52.552987,IsMaintenanceMode,ns=4;i=6424,False
2024-09-05 14:05:52.997061,ableToMoveStatus,ns=4;i=6499,0
2024-09-05 14:05:53.426996,position,ns=4;i=6440,0
2024-09-05 14:05:53.968628,index,ns=4;i=6427,PM_15
2024-09-05 14:05:54.416268,isCrucial,ns=4;i=6428,True
2024-09-05 14:05:55.057247,machineType,ns=4;i=6439,1
2024-09-05 14:05:55.385194,timeOffsetStartLeft,ns=4;i=6500,0.0
2024-09-05 14:05:56.050846,timeOffsetStartRight,ns=4;i=6501,0.0
2024-09-05 14:05:56.485605,turnCounter,ns=4;i=6441,
2024-09-05 14:05:57.031015,isTimeSynchronised,ns=3;i=6222,True
2024-09-05 14:05:57.451416,replacementIndication,ns=3;i=6139,1
2024-09-05 14:05:57.986777,statusTechnical,ns=3;i=6143,1
2024-09-05 14:05:58.420118,hardwareRevision,ns=3;i=6135,v1.0
2024-09-05 14:05:59.052554,manufacturer,ns=3;i=6136,EU-Rail
2024-09-05 14:05:59.474226,manufacturerModel,ns=3;i=6137,EULYNX BL4R3 Point OC
2024-09-05 14:05:59.932558,manufacturingDateTime,ns=3;i=6138,2024-07-15 10:32:17
2024-09-05 14:06:00.577555,serialNumber,ns=3;i=6141,SN_OC_P_1_V1
2024-09-05 14:06:01.004779,softwareRevision,ns=3;i=6142,v1.0
2024-09-05 14:06:01.441738,label ,ns=3;i=6223,Equipment
2024-09-05 14:06:02.086610,isTimeSynchronised,ns=3;i=6224,True
2024-09-05 14:06:02.524919,replacementIndication,ns=3;i=6104,1
2024-09-05 14:06:02.968547,statusTechnical,ns=3;i=6107,1
2024-09-05 14:06:03.411222,hardwareRevision,ns=3;i=6096,v1.0
2024-09-05 14:06:04.051562,manufacturer,ns=3;i=6097,EU-Rail
2024-09-05 14:06:04.052048,manufacturerModel,ns=3;i=6098,EULYNX BL4R3 Point Safe Controller
2024-09-05 14:06:04.491603,manufacturingDateTime,ns=3;i=6099,2024-07-15 10:32:17
2024-09-05 14:06:04.929916,serialNumber,ns=3;i=6105,SN_OC_P_1_V1
2024-09-05 14:06:05.461783,softwareRevision,ns=3;i=6106,v1.0
2024-09-05 14:06:05.888096,label ,ns=3;i=6225,Equipment
2024-09-05 14:06:06.534611,statusTechnical,ns=3;i=6170,1
2024-09-05 14:06:06.976574,statusTechnicalManufacturerSpecificMessage,ns=3;i=6274,
2024-09-05 14:06:07.418575,operationStatus,ns=3;i=6166,1
2024-09-05 14:06:08.069123,coolingFanStatus,ns=3;i=6270,1
2024-09-05 14:06:08.386600,TemperatureStatus,ns=3;i=6171,1
2024-09-05 14:06:09.030692,cpuHealthStatus,ns=3;i=6162,1
2024-09-05 14:06:09.480423,cpuLoadStatus,ns=3;i=6163,1
2024-09-05 14:06:10.040988,ramHealthStatus,ns=3;i=6167,1
2024-09-05 14:06:10.466467,bootingLastReason,ns=3;i=6269,1
2024-09-05 14:06:10.903584,systemDescription,ns=3;i=6276,Object Controller for Point Subsystem
2024-09-05 14:06:11.464717,operatingSystem,ns=3;i=6273,Linux Debian Bookworm
2024-09-05 14:06:11.905408,label ,ns=3;i=6272,Controller
2024-09-05 14:06:12.576555,ramSize ,ns=3;i=6169,100
2024-09-05 14:06:12.576555,bootingLastDateTime,ns=3;i=6268,2024-07-15 10:32:17
2024-09-05 14:06:13.550696,isActive,ns=3;i=6174,True
2024-09-05 14:06:13.988825,isAvailable,ns=3;i=6175,True
2024-09-05 14:06:14.417406,isExcludedFromRedundancyGroup,ns=3;i=6176,False
2024-09-05 14:06:15.065260,statusTechnical,ns=3;i=6185,1
2024-09-05 14:06:15.498706,statusTechnicalManufacturerSpecificMessage,ns=3;i=6283,
2024-09-05 14:06:15.946703,operationStatus,ns=3;i=6181,1
2024-09-05 14:06:16.382948,coolingFanStatus,ns=3;i=6279,1
2024-09-05 14:06:17.015398,TemperatureStatus,ns=3;i=6187,1
2024-09-05 14:06:17.017103,cpuHealthStatus,ns=3;i=6178,1
2024-09-05 14:06:17.444264,cpuLoadStatus,ns=3;i=6179,1
2024-09-05 14:06:17.885945,ramHealthStatus,ns=3;i=6183,1
2024-09-05 14:06:18.548600,bootingLastReason,ns=3;i=6278,1
2024-09-05 14:06:18.985488,systemDescription,ns=3;i=6285,Object Controller for Point Subsystem
2024-09-05 14:06:19.428242,operatingSystem,ns=3;i=6282,Linux Debian Bookworm
2024-09-05 14:06:20.086409,label ,ns=3;i=6281,Controller
2024-09-05 14:06:20.086409,ramSize ,ns=3;i=6184,100
2024-09-05 14:06:21.084034,bootingLastDateTime,ns=3;i=6277,2024-07-15 10:32:17
2024-09-05 14:06:21.518868,isActive,ns=3;i=6189,True
2024-09-05 14:06:22.072321,isAvailable,ns=3;i=6190,True
2024-09-05 14:06:22.502699,isExcludedFromRedundancyGroup,ns=3;i=6191,False
2024-09-05 14:06:23.048327,statusTechnical,ns=3;i=6198,1
2024-09-05 14:06:23.496137,statusTechnicalManufacturerSpecificMessage,ns=3;i=6314,
2024-09-05 14:06:23.945489,operationStatus,ns=3;i=6195,1
2024-09-05 14:06:24.495809,coolingFanStatus,ns=3;i=6288,1
2024-09-05 14:06:24.923387,TemperatureStatus,ns=3;i=6199,1
2024-09-05 14:06:25.584628,cpuHealthStatus,ns=3;i=6192,1
2024-09-05 14:06:26.029393,cpuLoadStatus,ns=3;i=6193,1
2024-09-05 14:06:26.463814,ramHealthStatus,ns=3;i=6196,1
2024-09-05 14:06:26.911218,bootingLastReason,ns=3;i=6287,1
2024-09-05 14:06:27.465598,systemDescription,ns=3;i=6316,Object Controller for Point Subsystem
2024-09-05 14:06:27.903021,operatingSystem,ns=3;i=6293,Linux Debian Bookworm
2024-09-05 14:06:28.560641,label ,ns=3;i=6292,Controller
2024-09-05 14:06:28.560641,ramSize ,ns=3;i=6197,100
2024-09-05 14:06:29.019599,bootingLastDateTime,ns=3;i=6286,2024-07-15 10:32:17
2024-09-05 14:06:29.905262,isActive,ns=3;i=6201,True
2024-09-05 14:06:30.544932,isAvailable,ns=3;i=6202,True
2024-09-05 14:06:30.546912,isExcludedFromRedundancyGroup,ns=3;i=6203,False
2024-09-05 14:06:31.405470,isAvailable,ns=3;i=6101,True
2024-09-05 14:06:32.076360,label,ns=3;i=6102,ControllerRedundancyGroup
2024-09-05 14:06:32.076360,minimumAvailable,ns=3;i=6103,2
2024-09-05 14:06:32.934598,statusTechnical,ns=3;i=6294,1
2024-09-05 14:06:33.484031,statusTechnicalManufacturerSpecificMessage,ns=3;i=6318,
2024-09-05 14:06:33.919984,operationStatus,ns=3;i=6111,3
2024-09-05 14:06:34.581244,macAddress,ns=3;i=6109,00:1A:2B:3C:4D:5E
2024-09-05 14:06:34.583788,nominalBandwidth,ns=3;i=6110,1000000000
2024-09-05 14:06:35.021912,label,ns=3;i=6317,PhysicalNetworkInterface
2024-09-05 14:06:35.909544,isActive,ns=3;i=6296,True
2024-09-05 14:06:36.457279,isAvailable,ns=3;i=6297,True
2024-09-05 14:06:36.886609,isExcludedFromRedundancyGroup,ns=3;i=6298,False
2024-09-05 14:06:37.532308,statusTechnical,ns=3;i=6303,1
2024-09-05 14:06:37.961324,statusTechnicalManufacturerSpecificMessage,ns=3;i=6321,
2024-09-05 14:06:38.384366,operationStatus,ns=3;i=6302,3
2024-09-05 14:06:39.053262,macAddress,ns=3;i=6300,00:1A:2B:3C:4D:5E
2024-09-05 14:06:39.053964,nominalBandwidth,ns=3;i=6301,1000000000
2024-09-05 14:06:39.486993,label,ns=3;i=6320,PhysicalNetworkInterface
2024-09-05 14:06:40.571514,isActive,ns=3;i=6305,True
2024-09-05 14:06:40.571514,isAvailable,ns=3;i=6306,True
2024-09-05 14:06:41.002298,isExcludedFromRedundancyGroup,ns=3;i=6307,False
2024-09-05 14:06:41.868848,isAvailable,ns=3;i=6309,True
2024-09-05 14:06:42.403778,label,ns=3;i=6310,PhysicalNetworkInterfaceRedundancyGroup
2024-09-05 14:06:43.070094,minimumAvailable,ns=3;i=6311,1
2024-09-05 14:06:43.522583,statusTechnical ,ns=3;i=6206,1
2024-09-05 14:06:44.068621,statusTechnicalManufacturerSpecificMessage,ns=3;i=6350,
2024-09-05 14:06:44.502285,temperatureStatus,ns=3;i=6352,1
2024-09-05 14:06:45.053858,memorySize ,ns=3;i=6205,10000
2024-09-05 14:06:45.486417,label ,ns=3;i=6325,Storage
2024-09-05 14:06:45.906258,wearStatus,ns=3;i=6207,1
2024-09-05 14:06:46.569921,isTimeSynchronised,ns=3;i=7295,False
2024-09-05 14:06:46.990938,replacementIndication,ns=3;i=6893,2
2024-09-05 14:06:47.428585,statusTechnical,ns=3;i=6891,4
2024-09-05 14:06:47.960568,hardwareRevision,ns=3;i=6890,v1.0
2024-09-05 14:06:48.390277,manufacturer,ns=3;i=6888,EU-Rail
2024-09-05 14:06:49.037166,manufacturerModel,ns=3;i=6889,EULYNX BL4R3 Point OC
2024-09-05 14:06:49.038164,replacementIndication,ns=3;i=6893,0
2024-09-05 14:06:49.040166,manufacturingDateTime,ns=3;i=6894,2024-07-15 10:32:17
2024-09-05 14:06:49.472098,serialNumber,ns=3;i=6895,SN_OC_P_2_V1
2024-09-05 14:06:49.915624,softwareRevision,ns=3;i=6892,v1.0
2024-09-05 14:06:50.552206,label ,ns=3;i=7296,Equipment
2024-09-05 14:06:51.516212,isTimeSynchronised,ns=3;i=7299,False
2024-09-05 14:06:51.519087,replacementIndication,ns=3;i=6781,0
2024-09-05 14:06:51.954464,statusTechnical,ns=3;i=6859,4
2024-09-05 14:06:52.486403,hardwareRevision,ns=3;i=6271,v1.0
2024-09-05 14:06:52.936663,manufacturer,ns=3;i=6280,EU-Rail
2024-09-05 14:06:53.384581,manufacturerModel,ns=3;i=6289,EULYNX BL4R3 Point Safe Controller
2024-09-05 14:06:53.931936,isTimeSynchronised,ns=3;i=7295,True
2024-09-05 14:06:53.940553,replacementIndication,ns=3;i=6893,1
2024-09-05 14:06:53.946423,statusTechnical,ns=3;i=6891,1
2024-09-05 14:06:53.950729,isTimeSynchronised,ns=3;i=7299,True
2024-09-05 14:06:53.956261,replacementIndication,ns=3;i=6781,1
2024-09-05 14:06:53.962219,statusTechnical,ns=3;i=6859,1
2024-09-05 14:06:53.969068,hardwareRevision,ns=3;i=6271,v1.1
2024-09-05 14:06:53.971711,manufacturingDateTime,ns=3;i=6765,2024-08-12 15:32:17
2024-09-05 14:06:54.402654,serialNumber,ns=3;i=6857,SN_OC_P_2_V2
2024-09-05 14:06:55.071134,softwareRevision,ns=3;i=6858,v1.1
2024-09-05 14:06:55.408732,label ,ns=3;i=7300,Equipment
2024-09-05 14:06:56.050348,statusTechnical,ns=3;i=6923,1
2024-09-05 14:06:56.498906,statusTechnicalManufacturerSpecificMessage,ns=3;i=7340,
2024-09-05 14:06:57.031936,operationStatus,ns=3;i=6920,1
2024-09-05 14:06:57.467263,coolingFanStatus,ns=3;i=7337,1
2024-09-05 14:06:57.890470,TemperatureStatus,ns=3;i=6924,1
2024-09-05 14:06:58.441005,cpuHealthStatus,ns=3;i=6917,1
2024-09-05 14:06:58.883794,cpuLoadStatus,ns=3;i=6918,1
2024-09-05 14:06:59.553992,ramHealthStatus,ns=3;i=6921,1
2024-09-05 14:06:59.890558,bootingLastReason,ns=3;i=7336,3
2024-09-05 14:07:00.548632,systemDescription,ns=3;i=7342,Object Controller for Point Subsystem
2024-09-05 14:07:00.987530,operatingSystem,ns=3;i=7339,Linux Debian Bullseye
2024-09-05 14:07:01.531936,label ,ns=3;i=7338,Controller
2024-09-05 14:07:01.954117,ramSize ,ns=3;i=6922,100
2024-09-05 14:07:02.400579,bootingLastDateTime,ns=3;i=7335,2024-08-12 15:32:17
2024-09-05 14:07:02.954698,isActive,ns=3;i=6914,True
2024-09-05 14:07:03.398865,isAvailable,ns=3;i=6915,True
2024-09-05 14:07:04.068429,isExcludedFromRedundancyGroup,ns=3;i=6916,False
2024-09-05 14:07:05.040127,statusTechnical,ns=3;i=6935,1
2024-09-05 14:07:05.042127,statusTechnicalManufacturerSpecificMessage,ns=3;i=7348,
2024-09-05 14:07:05.469062,operationStatus,ns=3;i=6932,1
2024-09-05 14:07:06.022929,coolingFanStatus,ns=3;i=7345,1
2024-09-05 14:07:06.450149,TemperatureStatus,ns=3;i=6936,1
2024-09-05 14:07:06.870253,cpuHealthStatus,ns=3;i=6929,1
2024-09-05 14:07:07.405265,cpuLoadStatus,ns=3;i=6930,1
2024-09-05 14:07:08.059756,ramHealthStatus,ns=3;i=6933,1
2024-09-05 14:07:08.515933,bootingLastReason,ns=3;i=7344,1
2024-09-05 14:07:08.951004,systemDescription,ns=3;i=7350,Object Controller for Point Subsystem
2024-09-05 14:07:09.394828,operatingSystem,ns=3;i=7347,Linux Debian Bookworm
2024-09-05 14:07:10.067973,label ,ns=3;i=7346,Controller
2024-09-05 14:07:10.070680,ramSize ,ns=3;i=6934,100
2024-09-05 14:07:11.034173,bootingLastDateTime,ns=3;i=7343,2024-07-15 10:32:17
2024-09-05 14:07:11.473853,isActive,ns=3;i=6926,True
2024-09-05 14:07:12.021603,isAvailable,ns=3;i=6927,True
2024-09-05 14:07:12.454862,isExcludedFromRedundancyGroup,ns=3;i=6928,False
2024-09-05 14:07:12.886949,statusTechnical,ns=3;i=6947,1
2024-09-05 14:07:13.418125,statusTechnicalManufacturerSpecificMessage,ns=3;i=7356,
2024-09-05 14:07:14.060783,hardwareRevision,ns=3;i=6271,v1.0
2024-09-05 14:07:14.060783,manufacturingDateTime,ns=3;i=6765,2024-07-15 10:32:17
2024-09-05 14:07:14.069273,serialNumber,ns=3;i=6857,SN_SC_P_2_V1
2024-09-05 14:07:14.072295,softwareRevision,ns=3;i=6858,v1.0
2024-09-05 14:07:14.077287,bootingLastReason,ns=3;i=7336,1
2024-09-05 14:07:14.080286,operatingSystem,ns=3;i=7339,Linux Debian Bookworm
2024-09-05 14:07:14.081335,bootingLastDateTime,ns=3;i=7335,2024-07-15 10:32:17
2024-09-05 14:07:14.087812,operationStatus,ns=3;i=6944,1
2024-09-05 14:07:14.509547,coolingFanStatus,ns=3;i=7353,1
2024-09-05 14:07:15.040389,TemperatureStatus,ns=3;i=6948,1
2024-09-05 14:07:15.484974,cpuHealthStatus,ns=3;i=6941,1
2024-09-05 14:07:15.932217,cpuLoadStatus,ns=3;i=6942,1
2024-09-05 14:07:16.463086,ramHealthStatus,ns=3;i=6945,1
2024-09-05 14:07:16.894025,bootingLastReason,ns=3;i=7352,1
2024-09-05 14:07:17.522589,systemDescription,ns=3;i=7358,Object Controller for Point Subsystem
2024-09-05 14:07:17.526972,operatingSystem,ns=3;i=7355,Linux Debian Bookworm
2024-09-05 14:07:18.072022,label ,ns=3;i=7354,Controller
2024-09-05 14:07:18.504128,ramSize ,ns=3;i=6946,100
2024-09-05 14:07:19.041611,bootingLastDateTime,ns=3;i=7351,2024-07-15 10:32:17
2024-09-05 14:07:19.916901,isActive,ns=3;i=6938,True
2024-09-05 14:07:20.554302,isAvailable,ns=3;i=6939,True
2024-09-05 14:07:20.557816,isExcludedFromRedundancyGroup,ns=3;i=6940,False
2024-09-05 14:07:21.406806,isAvailable,ns=3;i=6968,True
2024-09-05 14:07:22.036384,label,ns=3;i=6969,ControllerRedundancyGroup
2024-09-05 14:07:22.037412,minimumAvailable,ns=3;i=6970,2
2024-09-05 14:07:22.920671,statusTechnical,ns=3;i=6957,1
2024-09-05 14:07:23.569562,statusTechnicalManufacturerSpecificMessage,ns=3;i=7360,
2024-09-05 14:07:23.571564,operationStatus,ns=3;i=6956,3
2024-09-05 14:07:24.002219,macAddress,ns=3;i=6954,00:1A:2B:3C:4D:5E
2024-09-05 14:07:24.434408,nominalBandwidth,ns=3;i=6955,1000000000
2024-09-05 14:07:25.083227,label,ns=3;i=7359,PhysicalNetworkInterface
2024-09-05 14:07:25.505035,isActive,ns=3;i=6950,True
2024-09-05 14:07:25.937184,isAvailable,ns=3;i=6951,True
2024-09-05 14:07:26.572538,isExcludedFromRedundancyGroup,ns=3;i=6952,False
2024-09-05 14:07:27.017117,statusTechnical,ns=3;i=6966,1
2024-09-05 14:07:27.446508,statusTechnicalManufacturerSpecificMessage,ns=3;i=7363,
2024-09-05 14:07:27.999394,operationStatus,ns=3;i=6965,3
2024-09-05 14:07:28.417278,macAddress,ns=3;i=6963,00:1A:2B:3C:4D:5E
2024-09-05 14:07:29.078341,nominalBandwidth,ns=3;i=6964,1000000000
2024-09-05 14:07:29.080808,lastCommandedPosition ,ns=4;i=6304,1
2024-09-05 14:07:29.080808,pointAbleToMoveStatus,ns=4;i=6026,1
2024-09-05 14:07:29.084033,position,ns=4;i=6307,1
2024-09-05 14:07:29.084546,movementStatus,ns=4;i=6305,3
2024-09-05 14:07:29.085984,StatusTechnical,ns=4;i=6313,1
2024-09-05 14:07:29.085984,ableToMoveStatus,ns=4;i=6030,1
2024-09-05 14:07:29.088789,position,ns=4;i=6300,1
2024-09-05 14:07:29.521339,label,ns=3;i=7362,PhysicalNetworkInterface
2024-09-05 14:07:29.945608,isActive,ns=3;i=6959,True
2024-09-05 14:07:30.377228,isAvailable,ns=3;i=6960,True
2024-09-05 14:07:31.032199,isExcludedFromRedundancyGroup,ns=3;i=6961,False
2024-09-05 14:07:31.473595,isAvailable,ns=3;i=6972,True
2024-09-05 14:07:31.894800,label,ns=3;i=6973,PhysicalNetworkInterfaceRedundancyGroup
2024-09-05 14:07:32.556921,minimumAvailable,ns=3;i=6974,1
2024-09-05 14:07:33.004313,statusTechnical ,ns=3;i=6977,1
